project,unit,type,owner,parent,countries,status,start_year,capacity,production,capacity_production_unit,geom,lat,lng,route,url,status_legend
Strait West Natural Gas Pipeline Network Phase II,Fuzhou–Sanming Gas Pipeline,gas_pipeline,,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [60.00%]; Fujian Province Investment Development Group Co., Ltd. [40.00%]",China,construction,,1.6,,bcm/y,line,nan,nan,"26.251487,117.571011:26.280455,117.609249:26.296677,117.628947:26.307626,117.652143:26.317534,117.675296:26.319852,117.699629:26.33955,117.705423:26.363883,117.70774:26.374913,117.712089:26.390534,117.722804:26.416026,117.742502:26.429931,117.766835:26.437306,117.783046:26.446153,117.801597:26.443835,117.837518:26.43486,117.86012:26.428743,117.876024:26.432413,117.888258:26.451947,117.904724:26.463534,117.925581:26.465851,117.941803:26.472313,117.957779:26.470261,117.987185:26.457267,117.994024:26.47201,118.009451:26.470642,118.030651:26.491008,118.061976:26.49859,118.087075:26.499537,118.104604:26.502452,118.116728:26.495978,118.129516:26.471645,118.13531:26.456581,118.149215:26.442677,118.166596:26.425296,118.179342:26.418343,118.183976:26.414867,118.194405:26.40328,118.205992:26.388217,118.216421:26.366201,118.226849:26.356931,118.229167:26.354614,118.246548:26.337233,118.255817:26.323328,118.256976:26.308265,118.263928:26.296677,118.276674:26.279296,118.28942:26.274662,118.305643:26.279296,118.320706:26.268868,118.338087:26.258439,118.347357:26.248011,118.35315:26.248314,118.387309:26.250328,118.404134:26.257605,118.444139:26.26217,118.473051:26.269779,118.491311:26.288039,118.503484:26.292604,118.512614:26.28956,118.524787:26.28043,118.552177:26.2713,118.567394:26.2713,118.590219:26.275865,118.60087:26.266735,118.61:26.246954,118.608479:26.230216,118.608479:26.224129,118.622174:26.208912,118.629782:26.195217,118.638912:26.187609,118.651085:26.175292,118.654578:26.173263,118.66371:26.183409,118.685018:26.184566,118.722603:26.170871,118.73782:26.157176,118.757601:26.152611,118.766731:26.158698,118.781948:26.167828,118.794121:26.176307,118.801701:26.177575,118.808043:26.174277,118.813877:26.164784,118.827598:26.160219,118.842814:26.170871,118.870204:26.173914,118.889986:26.186087,118.894551:26.187609,118.929549:26.184566,118.959982:26.183044,118.991937:26.181522,119.019327:26.167828,119.036065:26.160219,119.046717:26.158698,119.069542:26.161741,119.07715:26.187609,119.110626:26.186087,119.144103:26.172393,119.174536:26.172393,119.194318:26.183044,119.223229:26.183044,119.246054:26.178479,119.276487:26.180001,119.311485:26.176958,119.358657:26.184566,119.405828:26.189131,119.43474:26.190652,119.460608:26.203186,119.494875:26.203186,119.494875",https://www.gem.wiki/Strait_West_Natural_Gas_Pipeline_Network_Phase_II,construction_plus
Strait West Natural Gas Pipeline Network Phase II,Fuzhou–Fuding Gas Pipeline,gas_pipeline,,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [60.00%]; Fujian Province Investment Development Group Co., Ltd. [40.00%]",China,shelved,,,,,line,nan,nan,"25.937853,119.39714:25.936034,119.4448979:25.940582,119.4658204:25.956956,119.4926558:25.962414,119.4985687:25.982427,119.5204009:26.019269,119.5490556:26.022453,119.5654298:26.032005,119.5772556:26.038827,119.587262:26.046559,119.5895362:26.081909,119.5696887:26.088997,119.5633886:26.096872,119.5602386:26.106322,119.5626011:26.122072,119.5460633:26.137823,119.5586635:26.147273,119.5633886:26.150423,119.5641761:26.160661,119.5484258:26.177198,119.528738:26.183498,119.5192878:26.203186,119.4948749:26.230749,119.4759745:26.27485,119.472037:26.296113,119.4948749:26.320526,119.4956624:26.345726,119.4767621:26.391402,119.475187:26.412665,119.5074751:26.452041,119.5074751:26.462278,119.4854247:26.467791,119.4846372:26.495354,119.4972374:26.509529,119.5232254:26.52843,119.5531509:26.567018,119.5484258:26.618994,119.5295255:26.641832,119.5161378:26.684357,119.5051126:26.69302,119.5090501:26.704045,119.5350381:26.751296,119.5358256:26.764481,119.5440198:26.775485,119.5595544:26.790372,119.5621435:26.80979,119.5712053:26.858336,119.5873871:26.918532,119.6100416:26.952837,119.6404634:26.965783,119.6488779:26.977434,119.6495252:26.985848,119.6527615:27.034189,119.6540956:27.050039,119.6680808:27.061227,119.6662161:27.083603,119.6596897:27.109709,119.68766:27.116235,119.6960511:27.13395,119.7025775:27.171243,119.7333448:27.197349,119.7687739:27.202943,119.7948795:27.209469,119.8489554:27.222522,119.8741287:27.245831,119.8909109:27.252357,119.9058284:27.251425,119.9487162:27.23744,119.9897393:27.238372,119.9990628:27.251425,120.0344918:27.254222,120.054071:27.273801,120.0680562:27.285922,120.0764473:27.287786,120.1184027:27.29338,120.1323879:27.299907,120.1687493:27.301771,120.1780727:27.305501,120.1818021:27.314824,120.1827344:27.345592,120.1939226:27.35305,120.2079077:27.364238,120.2246899:27.375427,120.2340133:27.389412,120.235878:27.399667,120.2610513",https://www.gem.wiki/Strait_West_Natural_Gas_Pipeline_Network_Phase_II,shelved
Strait West Natural Gas Pipeline Network Phase II,Zhangzhou–Zhao'an Gas Pipeline,gas_pipeline,,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [60.00%]; Fujian Province Investment Development Group Co., Ltd. [40.00%]",China,construction,,,,,line,nan,nan,"23.753343,117.1518599:23.737257,117.2202263:23.711787,117.2577607:23.776131,117.3006572:23.825731,117.3770666:23.95308,117.3904718:23.967825,117.4159416:23.945037,117.4856485:23.990614,117.5768036:24.063002,117.6331052:24.158179,117.6867259:24.221183,117.739006:24.357916,117.7443681:24.477221,117.6987905:24.52548,117.6612561",https://www.gem.wiki/Strait_West_Natural_Gas_Pipeline_Network_Phase_II,construction_plus
Strait West Natural Gas Pipeline Network Phase II,Quanzhou–Dehua Branch,gas_pipeline,,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [60.00%]; Fujian Province Investment Development Group Co., Ltd. [40.00%]",China,operating,2022,1.07,,bcm/y,line,nan,nan,"25.520311,118.2840954:25.514415,118.2369333:25.490834,118.2172824:25.453498,118.2487238:25.433847,118.2447936:25.390615,118.2035268:25.353278,118.1937014:25.337557,118.2035268:25.337557,118.2487238:25.357208,118.2919557:25.317907,118.2919557:25.290395,118.3037462:25.27271,118.3194669:25.249129,118.3233971:25.219652,118.3175018:25.203932,118.2998161:25.201967,118.2624794:25.196071,118.2408635:25.170525,118.207457:25.119433,118.207457:25.070306,118.2271079:25.06048,118.2703398:25.029039,118.3096415:25.019214,118.3489432:24.977947,118.3921751:24.968121,118.4059307:24.966156,118.4550579:24.94454,118.4786389:24.92882,118.5061501:24.920959,118.549382:24.905239,118.572963:24.891483,118.5847536:24.879692,118.5965441",https://www.gem.wiki/Strait_West_Natural_Gas_Pipeline_Network_Phase_II,operating
Strait West Natural Gas Pipeline Network Phase II,Zhangzhou–Longyan Gas Pipeline,gas_pipeline,,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [60.00%]; Fujian Province Investment Development Group Co., Ltd. [40.00%]",China,construction,,,,,line,nan,nan,"24.525552,117.6609993:24.567951,117.6645925:24.586636,117.6298583:24.619933,117.5958427:24.657007,117.4823147:24.753064,117.4153497:24.809274,117.3372209:24.81504,117.3141589:24.882579,117.2433253:24.93035,117.1782573:24.968238,117.1617844:25.002007,117.1016583:25.062134,117.0431794:25.117318,117.0687124:25.143696,116.9922467",https://www.gem.wiki/Strait_West_Natural_Gas_Pipeline_Network_Phase_II,construction_plus
Strait West Natural Gas Pipeline Network Phase II,Fujian Fuqing LNG Export Pipeline Network,gas_pipeline,,Snam [100.00%],China,proposed,,3.39,,bcm/y,line,nan,nan,"25.34777,119.609841:25.766546,119.291468",https://www.gem.wiki/Fujian_Fuqing_LNG_Export_Pipeline_Network,proposed_plus
Su Tu Vang-Rang Dong–Bach Ho-Long Hai -Dinh Co Gas Pipeline,,gas_pipeline,,PetroVietnam [100.00%],Vietnam,operating,2008,2,,bcm/y,line,nan,nan,"9.43204457562563,107.65549938985569:10.458434594892923,107.22009649806839",https://www.gem.wiki/Su_Tu_Vang-Rang_Dong%E2%80%93Bach_Ho-Long_Hai%E2%80%93Dinh_Co_Gas_Pipeline,operating
Subic Gas Pipeline,,gas_pipeline,,Government of Phillipines [100.00%],Philippines,cancelled,,,,,line,nan,nan,"15.223182,120.57069:14.938317,120.777562",https://www.gem.wiki/Subic_Gas_Pipeline,cancelled
Sucat-Fort Bonifacio Gas Pipeline,,gas_pipeline,,Government of Phillipines [100.00%],Philippines,cancelled,,,,,line,nan,nan,"14.454613,121.049428:14.517523,121.051498",https://www.gem.wiki/Sucat-Fort_Bonifacio_Gas_Pipeline,cancelled
Sucat-Malaya Gas Pipeline,,gas_pipeline,,Government of Phillipines [100.00%],Philippines,cancelled,,,,,line,nan,nan,"14.443186,121.341834:14.454779,121.048055",https://www.gem.wiki/Sucat-Malaya_Gas_Pipeline,cancelled
Sucat-Quirino Gas Pipeline,,gas_pipeline,,Government of Phillipines [100.00%],Philippines,cancelled,,,,,line,nan,nan,"14.453782,121.04917:16.24301,121.597276",https://www.gem.wiki/Sucat-Quirino_Gas_Pipeline,cancelled
Sui-Multan Gas Loopline I,,gas_pipeline,,Sui Northern Gas Pipelines Limited (SNGPL) [100.00%],Pakistan,operating,,,,,line,nan,nan,"28.560377870663658,69.17620934973209:30.074184851556513,71.60186049550721",https://www.gem.wiki/Sui-Multan_Gas_Loopline_I,operating
Sui-Multan Gas Loopline II,,gas_pipeline,,Sui Northern Gas Pipelines Limited (SNGPL) [100.00%],Pakistan,operating,,,,,line,nan,nan,"28.436961924656487,69.9166712784424:30.173566073583846,71.51887769315174",https://www.gem.wiki/Sui-Multan_Gas_Loopline_II,operating
Sui-Multan Gas Loopline III,,gas_pipeline,,Sui Northern Gas Pipelines Limited (SNGPL) [100.00%],Pakistan,operating,,,,,line,nan,nan,"28.335878020021212,69.96135432586456:30.096278209767224,71.59547720301832",https://www.gem.wiki/Sui-Multan_Gas_Loopline_III,operating
Sui-Multan Gas Pipeline,,gas_pipeline,,Sui Northern Gas Pipelines Limited (SNGPL) [100.00%],Pakistan,operating,,,,,line,nan,nan,"28.63884006368162,69.16982605724321:30.179084318794217,71.52526098564061",https://www.gem.wiki/Sui-Multan_Gas_Pipeline,operating
Surat-Paradip Gas Pipeline,,gas_pipeline,,GAIL (India) Limited [100.00%],India,cancelled,,27.3,,bcm/y,line,nan,nan,"21.168,72.808:21.311,73.067:21.106,73.672:20.952,75.163:20.959,75.78:20.935,76.645:20.906,77.816:20.965,78.568:21.01,79.392:21.05,80.338:20.997,82.95:20.746,84.332:20.339,85.191:20.308,85.297:20.276,86.626",https://www.gem.wiki/Surat-Paradip_Gas_Pipeline,cancelled
Swan LNG Terminal to Dahej LNG Terminal Gas Pipeline,,gas_pipeline,,GAIL (India) Limited [100.00%],India,construction,2024,7,,MMSCMD,line,nan,nan,"20.8667,71.3667:21.6746,72.536",https://www.gem.wiki/Swan_LNG_Terminal_to_Dahej_LNG_Terminal_Gas_Pipeline,construction_plus
Swan LNG Terminal to Hadala Gas Pipeline,,gas_pipeline,,Gujarat State Petronet [100.00%],India,construction,2024,18,,MMSCMD,line,nan,nan,"20.8667,71.3667:22.442605455604305,70.76290726951738",https://www.gem.wiki/Swan_LNG_Terminal_to_Hadala_Gas_Pipeline,construction_plus
TTM Gas Separation Plant-Chana Gas Pipeline,,gas_pipeline,,PTT Public Company Limited [100.00%],Thailand,operating,2007,290,,MMcf/d,line,nan,nan,"7.191301,100.595181:6.99454,100.739929",https://www.gem.wiki/TTM_Gas_Separation_Plant-Chana_Gas_Pipeline,operating
Tabriz-Ankara Gas Pipeline,,gas_pipeline,,BOTAŞ [unknown %]; Iran Ministry of Petroleum [unknown %],"Iran, Türkiye",operating,2001,14,,bcm/y,line,nan,nan,"38.076499,46.255564:39.390698,44.371628;39.390698,44.371628:39.552669,44.059297:39.585297,43.636033:39.678435,43.273234:39.752854,42.910436:39.808616,42.656477:39.85505,42.263446:39.945506,42.142513:39.980264,41.589245:39.976789,40.924115:39.884055,40.748762:39.745897,40.518443:39.860852,40.144098:39.897973,39.545481:39.925801,39.049657:39.85621,38.698952:39.837641,38.23336:39.795841,37.574277:39.600441,37.187292:39.329692,36.413322:38.954521,35.772378:38.860415,35.264461:39.029715,34.683983:39.282905,34.163972:39.437184,33.680241:39.5002,33.477679:39.523525,33.154183:39.619074,32.827665:39.934633,32.816583",https://www.gem.wiki/Tabriz-Ankara_Pipeline,operating
Tai'an-Xintai Gas Pipeline,,gas_pipeline,,金鸿控股集团股份有限公司 [100.00%],China,operating,2010,,,,line,nan,nan,"36.18938468996851,117.03899105409556:35.75928377832812,116.80965147289616:35.67677566055593,117.59517387077673",https://www.gem.wiki/Tai%27an-Xintai_Gas_Pipeline,operating
Taichung-Datan Gas Pipeline,,gas_pipeline,,Chinese Petroleum Corporation [100.00%],Taiwan,operating,2009,430,,MMcf/d,line,nan,nan,"24.0093002,120.6809998:24.0955009,120.6809998:24.1553001,120.6809998:24.2148991,120.697998:24.2411995,120.7149963:24.2674999,120.7310028:24.2845001,120.7369995:24.3307991,120.7360001:24.3484001,120.7699966:24.3721008,120.7959976:24.4165993,120.822998:24.4729004,120.8479996:24.4841995,120.8550034:24.5237999,120.8570023:24.5471992,120.8560028:24.5559006,120.862999:24.5718994,120.862999:24.5883007,120.8690033:24.6023006,120.8720016:24.6207008,120.875:24.6455002,120.8860016:24.6702995,120.8889999:24.6991997,120.9089966:24.7134991,120.9309998:24.7385006,120.9520035:24.7422009,120.9690018:24.7817993,121.0159988:24.8875999,121.0189972:24.8994007,121.0390015:24.9295998,121.1429977:24.9314995,121.1880035:24.9013004,121.2710037:24.9051991,121.2910004:24.9442005,121.2900009:25.0046005,121.3030014:25.0366993,121.2639999:25.0774994,121.2470016:25.0697994,121.2080002:25.0648994,121.1829987:25.0492992,121.1340027:25.0386009,121.1060028:25.0366993,121.0419998:25.0366993,121.0439987:25.0375996,121.0410004",https://www.gem.wiki/Taichung-Datan_Gas_Pipeline,operating
Taichung-Tunghsiao-Tatan Offshore Gas Pipeline,,gas_pipeline,,Unknown [unknown %],Taiwan,proposed,,,,,line,nan,nan,"24.28140871190387,120.50808045072282:24.409774836917613,120.46031647539486:24.495997661588618,120.49733307256885:24.53916481488904,120.57204889119178:24.491079394865643,120.67431634077668:24.640429145195387,120.60448498392982:24.758453092642995,120.63066800974072:24.880845567602616,120.70631440950964:24.98224990765887,120.83787336562958:25.044840276303866,120.95134296528299:25.03247026568895,121.05217438050045",https://www.gem.wiki/Taichung-Tunghsiao-Tatan_Offshore_Gas_Pipeline,proposed_plus
Taichung-Wuxi Gas Pipeline,,gas_pipeline,,Chinese Petroleum Corporation [100.00%],Taiwan,construction,2022,287,,MMcf/d,line,nan,nan,"24.254841,120.495334:24.191158,120.797513",https://www.gem.wiki/Taichung-Wuxi_Gas_Pipeline,construction_plus
Tanjung Batu-Muara Badak Gas Pipeline,,gas_pipeline,,Perusahaan Listrik Negara [100.00%],Indonesia,operating,2021,80,,MMcf/d,line,nan,nan,"-0.3771084,117.05:-0.30815,117.416642",https://www.gem.wiki/Tanjung_Batu-Muara_Badak_Gas_Pipeline,operating
Tantawan Field Gas Pipeline,,gas_pipeline,,PTT Public Company Limited [100.00%],Thailand,operating,1997,300,,MMcf/d,line,nan,nan,"10.386575,101.269924:11.054079,101.238425",https://www.gem.wiki/Tantawan_Field_Gas_Pipeline,operating
Tarakandi-Jamalpur Gas Pipeline,,gas_pipeline,,Petrobangla [100.00%],Bangladesh,operating,1991,25,,MMcf/d,line,nan,nan,"24.686113,89.826123:24.921741,89.946014",https://www.gem.wiki/Tarakandi-Jamalpur_Gas_Pipeline,operating
Tegalgede-Muara Tawar Gas Pipeline,,gas_pipeline,,Unknown [unknown %],Indonesia,shelved,2021,,,,line,nan,nan,"-6.334934,107.2040207:-6.097581,106.995763",https://www.gem.wiki/Tegalgede-Muara_Tawar_Gas_Pipeline,shelved
Tekerhat-Faridpur and Tekerhat-Barishal Gas Transmission Pipeline Project,,gas_pipeline,,Petrobangla [100.00%],Bangladesh,proposed,2029,,,,line,nan,nan,"23.601769110871484,89.83304940263925:23.229502312056567,90.0195825406522:22.700470190458432,90.35300812936536",https://www.gem.wiki/Tekerhat-Faridpur_and_Tekerhat-Barishal_Gas_Transmission_Pipeline_Project,proposed_plus
The Connection Pipeline between Guangdong Gas Pipeline Network and Fujian Gas Pipeline Network,Guandong Section,gas_pipeline,,国家管网集团广东省管网有限公司 [100.00%],China,proposed,,5.57,,bcm/y,line,nan,nan,"23.713966,116.976909:23.750873,117.04435",https://www.gem.wiki/The_Connection_Pipeline_between_Guangdong_Gas_Pipeline_Network_and_Fujian_Gas_Pipeline_Network,proposed_plus
The Connection Pipeline between Guangdong Gas Pipeline Network and Fujian Gas Pipeline Network,Fujian Section,gas_pipeline,,国家管网集团福建省管网有限公司 [100.00%],China,proposed,,15.5,,bcm/y,line,nan,nan,"23.77,117.07:23.750873,117.04435",https://www.gem.wiki/The_Connection_Pipeline_between_Guangdong_Gas_Pipeline_Network_and_Fujian_Gas_Pipeline_Network,proposed_plus
Thi Vai Import Terminal Gas Pipeline,,gas_pipeline,,Unknown [unknown %],Vietnam,operating,2023,4.5,,bcm/y,line,nan,nan,"10.508225388449997,107.01330104380594:10.703896878685448,106.938459904421",https://www.gem.wiki/Thi_Vai_Import_Terminal_Gas_Pipeline,operating
Tianjin Gas Pipeline Network,Tianjin LNG Terminal Transport Pipeline,gas_pipeline,,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [100.00%]",China,operating,2019,13.6,,bcm/y,line,nan,nan,"38.745837,117.709045:38.752153,117.549993:38.777992,116.947444:39.422038,116.943492:38.319473,117.002744:38.777992,116.947444:38.041477,117.312465:37.757364,117.339356:37.33959,117.777065:37.012677,117.81639",https://www.gem.wiki/Tianjin_LNG_Terminal_Transport_Pipeline,operating
Tianjin Gas Pipeline Network,Tianjin Nangang LNG Transport Pipeline (Nangang-Beijing),gas_pipeline,,"Beijing Gas Group Co., Ltd. [100.00%]",China,construction,,4.5,,bcm/y,line,nan,nan,"38.738256,117.714095:38.79484,117.091654:38.764233,116.946275:39.305859,116.674562:39.468417,116.601945:39.641752,116.673414",https://www.gem.wiki/Tianjin_Nangang_LNG_Transport_pipeline_(Nangang-Beijing),construction_plus
Tianjin Gas Pipeline Network,Dagang–Yongqing Gas Pipelines 3,gas_pipeline,,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [60.00%]; Beijing Gas Group Co., Ltd. [40.00%]",China,operating,2015,9.05,,bcm/y,line,nan,nan,"39.295781,116.518753:39.096086,116.458628:38.779099,116.930553:38.826566,117.239099:38.752138,117.549985",https://www.gem.wiki/Dagang%E2%80%93Yongqing_Gas_Pipelines_(1%E2%80%933),operating
Tianjin Gas Pipeline Network,Dagang–Yongqing Gas Pipelines 1,gas_pipeline,,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [60.00%]; Beijing Gas Group Co., Ltd. [40.00%]",China,operating,2004,3.1,,bcm/y,line,nan,nan,"39.295781,116.518753:39.096086,116.458628:38.779099,116.930553:38.826566,117.239099:38.752138,117.549985",https://www.gem.wiki/Dagang%E2%80%93Yongqing_Gas_Pipelines_(1%E2%80%933),operating
Tianjin Gas Pipeline Network,Dagang–Yongqing Gas Pipelines 2,gas_pipeline,,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [60.00%]; Beijing Gas Group Co., Ltd. [40.00%]",China,operating,2008,6.3,,bcm/y,line,nan,nan,"39.295781,116.518753:39.096086,116.458628:38.779099,116.930553:38.826566,117.239099:38.752138,117.549985",https://www.gem.wiki/Dagang%E2%80%93Yongqing_Gas_Pipelines_(1%E2%80%933),operating
Tianjin Gas Pipeline Network,Dagang–Cangzhou 406 Gas Pipeline,gas_pipeline,,PetroChina Dagang Oilfield Branch [100.00%],China,operating,2001,1.1,,bcm/y,line,nan,nan,"39.295781,116.518753:38.319473,117.002744",https://www.gem.wiki/Tianjin_Gas_Pipeline_Network,operating
Tianjin Gas Pipeline Network,Dagang–Cangzhou 529 Gas Pipeline,gas_pipeline,,PetroChina Dagang Oilfield Branch [100.00%],China,operating,1975,0.37,,bcm/y,line,nan,nan,"39.295781,116.518753:38.319473,117.002744",https://www.gem.wiki/Tianjin_Gas_Pipeline_Network,operating
Tianjin Gas Pipeline Network,Tianjin LNG Terminal Transport Pipeline Parallel Line,gas_pipeline,,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [100.00%]",China,proposed,,4,,bcm/y,line,nan,nan,"38.745837,117.709045:38.752153,117.549993:38.545502,117.191976:38.319473,117.002744",https://www.gem.wiki/Tianjin_LNG_Terminal_Transport_Pipeline_Parallel_Line,proposed_plus
Tibet Natural Gas Pipeline,,gas_pipeline,,"Kunlun Energy Co., Ltd. [100.00%]",China,construction,,1.2,,bcm/y,line,nan,nan,"37.348229,94.163561:36.524214,94.964776:29.661223,90.942328",https://www.gem.wiki/Tibet_Natural_Gas_Pipeline,construction_plus
Titas to A-B Pipeline,,gas_pipeline,,Petrobangla [100.00%],Bangladesh,operating,2012,250,,MMcf/d,line,nan,nan,"23.983333,91.116667:24.027465,90.995097",https://www.gem.wiki/Titas_to_A-B_Pipeline,operating
